"videoId","title","author","viewCount","likes","dislikes","tags","lengthSeconds","ImageClasses","TextDensity","Liveliness","SubjectSize","BGLightingRatio","Brightness","BGColorSimplicity","VoiceFrequencies","NonVoiceFrequencies","IsEducational"
"xlBhqDOxolk","UI Beerus vs UI Goku (The Final Battle) - Dragon Ball Xenoverse 2","BjornTheBear",146560,2586,153,"[""dragon ball xenoverse 2"",""xenoverse 2"",""xenoverse 2 mods"",""dbxv2"",""dragon ball super"",""goku"",""vegeta"",""jiren"",""beerus"",""new dragon ball movie 2018""]",613,"{""shield"":0.67610556,""coil"":0.45957068,""fountain"":0.97169715,""pinwheel"":0.8344759,""jellyfish"":0.48637223,""torch"":0.7724591,""wall_clock"":0.46938467,""sundial"":0.96090156,""maze"":0.586903,""balance_beam"":0.65449655,""perfume"":0.5474716,""drumstick"":0.5182706,""toyshop"":0.5722068,""horizontal_bar"":0.6275311,""stage"":0.94962853,""bubble"":0.79078346,""turnstile"":0.81795734,""maypole"":0.76926035,""comic_book"":0.97240305,""unicycle"":0.6021165,""feather_boa"":0.67578954,""shower_curtain"":0.59396523}","0.006737731166133248","3.692766436546125","0.21067895797746863","0.4762084316447336","121.87150610498524","0.59118327220087","73.27257630858769","4.347443103790283",0
"YkH33sTHkrU","EROS RAMAZZOTTI BACHATA MIX 2016 (Grandes Exitos) 2015 - 2016","Colecciones Love Songs",7654076,21166,2843,"[""EROS RAMAZZOTTI"",""EROS RAMAZZOTTI BACHATA MIX"",""EROS RAMAZZOTTI BACHATA MIX 2016 (Grandes Exitos)"",""EROS RAMAZZOTTI BACHATA MIX 2016 (Grandes Exitos) 2015 - 2016"",""BACHATA MIX"",""BACHATA MIX 2016"",""Cose Della Vita - EROS RAMAZZOTTI"",""Adesso Tu - EROS RAMAZZOTTI"",""Piu bella cosa - EROS RAMAZZOTTI""]",4945,"{}","0.00000000000","0.00000000000","0.231197183309387","0.07472354619593694","118.3842589798851","0.6151097491618785","80.75497010793164","5.584280490875244",0
"SnQNrYOvWR4","Top 10 Luck Dependent Speedruns","EZScape",707040,11395,449,"[""Top"",""10"",""Ten"",""Speedrun"",""Speedruns"",""Speedrunning"",""Speed"",""Run"",""SR"",""Choke"",""Chokes"",""WR"",""Personal"",""Best"",""PB"",""Games"",""Done"",""Quick"",""EZScape"",""GDQ"",""Apollo"",""Legend"",""of"",""Zelda"",""Ocarina"",""Time"",""OOT"",""WWHD"",""Wind"",""Waker"",""HD"",""Pokemon"",""Super"",""Mario"",""64"",""Luck"",""Dependent"",""Based"",""RNG"",""Glitch"",""Skip"",""Fail""]",698,"{""book_jacket"":0.74543476,""carton"":0.48119295,""apron"":0.47390592,""slot"":0.9644824,""jigsaw_puzzle"":0.8181848,""envelope"":0.5728285,""stage"":0.6220116,""bubble"":0.4977203,""turnstile"":0.6082169,""pool_table"":0.544715,""great_grey_owl"":0.47969818,""scoreboard"":0.87327266,""cinema"":0.64456105,""volcano"":0.5546912,""web_site"":0.94223255,""vending_machine"":0.8862981}","0.009413073886216271","2.0367368033493807","0.1560133626930504","0.6895209044498699","72.82551431788916","0.6216906538234649","30.560262115052133","1.8423594236373901",0
"Zb18eEvBNh0","NEW MacBook Pro TouchBar Review! | iJustine","iJustine",2053140,27043,4342,"[""ijustine"",""touch bar"",""macbook touchbar"",""macbook touch bar"",""review"",""how to use macbook touch bar"",""macbook"",""apple macbook touch bar"",""touch pad"",""touch key"",""butterfly keyboard"",""emoji"",""touch screen macbook"",""Apple""]",616,"{""dumbbell"":0.5805767,""photocopier"":0.86324406,""lab_coat"":0.75788665,""seat_belt"":0.5727788,""cleaver"":0.51518345,""paper_towel"":0.52767205,""computer_keyboard"":0.6719821,""desktop_computer"":0.56291986,""grand_piano"":0.6792538,""iron"":0.6323414,""fur_coat"":0.99677414,""paintbrush"":0.5159702,""suit"":0.56117415,""refrigerator"":0.5208301,""web_site"":0.9610664,""notebook"":0.8482571}","0.005799898472019365","0.39636097470001924","0.21776444579451898","0.20613023366713668","184.56491900609228","0.6309701127312","22.73256416030852","1.874833583831787",0
"knMM9dRwIH4","The Best 2017 iMac Apple Doesn't Sell!","Snazzy Labs",1014088,22094,959,"[""snazzy labs"",""quinn nelson"",""snazzyq"",""imac modification"",""fully loaded imac"",""diy imac"",""hackintosh vs imac"",""imac vs hackintosh"",""build a mac"",""imac cheap"",""best apple computer"",""best imac"",""best apple products"",""gaming on an imac"",""imac vs custom pc"",""2015 vs 2017 5k imac"",""2017"",""2017 imac"",""kaby lake imac"",""best mac apple doesn't sell"",""apple"",""most powerful mac"",""macbook pro vs imac"",""2017 imac review"",""ddr4"",""upgrade cpu"",""upgrade ram"",""upgrade ssd"",""imac pro"",""5k imac"",""imac"",""retina""]",533,"{""home_theater"":0.6243713,""screen"":0.45784417,""bow"":0.5877798,""iPod"":0.9747321,""menu"":0.8383504,""cassette"":0.5987829,""remote_control"":0.8082936,""loudspeaker"":0.66488016,""wine_bottle"":0.45419562,""modem"":0.65950215,""hard_disc"":0.6503998,""web_site"":0.961503,""vending_machine"":0.47961432,""shoe_shop"":0.64995855,""notebook"":0.52280724}","0.04415779370582224","1.0856429406900725","0.19357021074229133","0.2562562299381729","113.06811708262721","0.6883928719763421","23.27467095921712","2.674520969390869",0
"r0_mi8ngNnM","What is 0 to the power of 0?","Eddie Woo",1706664,33168,1245,"[]",862,"{""dishwasher"":0.5660004,""refrigerator"":0.6118346}","0.0005651967961415898","0.00000000000","0.1893360502344879","0.11955208094915908","166.6805060617997","0.8031854919998299","14.562824040069966","1.5133463144302368",1
"9AVhwGKV2TE","integrale definito","luigia genoni",1071,7,1,"[]",340,"{""envelope"":0.5102059,""monitor"":0.74943817,""window_screen"":0.5456094,""binder"":0.45933956,""web_site"":0.5775267}","0.052856628621233706","0.8259028272713864","0.198132303807085","0.1531355542128029","195.45768633977607","0.9041384042108453","2.7275713814026705","2.7389237880706787",1
"jCI2P-2pKvM","Uninettuno   Lez 01   Project Management","Ugo Ribecai",25097,114,9,"[""Uninettuno"",""Lez"",""01"",""Project"",""Management""]",2637,"{""home_theater"":0.6832482,""oscilloscope"":0.6300162,""monitor"":0.59173894,""hand-held_computer"":0.56741273,""cash_machine"":0.93434465,""web_site"":0.4993424,""crutch"":0.6651774}","0.26059941977099094","0.7642721542314677","0.21424655394012307","0.15832198098255015","116.68751236926192","0.7067203002110675","9.517164768067687","1.034318208694458",1
"HUbi0z0msrk","THE MOST COMPLETE AND UPDATED ROSTER OF DRAGON BALL XENOVERSE 2 VERSION 1.09.04 (2000+ MODS)","FNAV Producciones",377518,2659,421,"[]",2140,"{""scoreboard"":0.98924434,""slot"":0.8787384,""vending_machine"":0.9273165}","0.004235448780813466","5.023858813519748","0.25834933503668744","0.3746197254530944","103.38336652690425","0.5354189596436059","12.524157610955465","0.8813657164573669",0
"kCQ4m-ui6yQ","Il Volo - L'amore si muove (Official Video)","IlVoloVEVO",32387568,144807,8549,"[""Il Volo Music"",""Il Volo Official Video"",""Il Volo Video"",""Il Volo Video Oficial"",""Il Volo Nuevo Video"",""Il Volo New Video"",""L'amore si muoveOfficial Video"",""Official Video"",""L'amore si muove Official Remix Video"",""L'amore si muove Single"",""Single"",""L'amore si muove Official Video"",""Il Volo New Single"",""Il Volo Single"",""Il Volo Song"",""L'amore si muove new song"",""L'amore si muove nueva canción"",""Il Volo nueva cancion"",""Il Volo sencillo"",""Il Volo nuevo sencillo"",""Il""]",298,"{""groom"":0.45079264,""promontory"":0.5186001,""fountain"":0.9837038,""seashore"":0.50533104,""television"":0.53079194,""turnstile"":0.46470657,""Arabian_camel"":0.65410554,""window_shade"":0.57949173,""lab_coat"":0.6760332,""web_site"":0.7311382}","0.0014854416162981316","1.6036995415920978","0.1921127136752136","0.900340479173985","59.66757454351205","0.615740730623543","98.99063709520101","6.44308614730835",0
"WQpwcU8FTZk","Top 10 Yoshi's Island Speedrun Moments in Smash The Record 2015 - Trihex STR 2015 Highlights","KoiandDragon",195298,1610,46,"[""Super Smash Bros. Brawl (Video Game)"",""Super Smash Bros. Melee (Video Game)"",""Super Smash Bros. (Video Game Series)"",""Super Smash Bros. (Video Game)"",""Super Smash Bros. For Nintendo 3DS And Wii U (Video Game)"",""smash the record 2015"",""best of smash the record 2015"",""best of smash the record"",""koianddragon"",""Super Mario World 2: Yoshi's Island (Video Game)"",""Yoshi (Fictional Character)"",""Speedrun (Website Category)"",""trihex"",""trihex yoshi's island"",""trihex speedrun"",""grsmash top 10"",""grsmash""]",603,"{""slot"":0.8777383,""scoreboard"":0.97136927,""web_site"":0.98027223,""vending_machine"":0.6892272}","0.00000000000","4.523932323419271","0.2109109428214131","0.48947763897071495","95.70193603661116","0.46272198608450466","26.596998665932666","1.9792888164520264",0
"7QpJ_VDbIPA","MacBook Pro with TOUCHBAR Review","CaseyNeistat",5415757,138284,10422,"[]",585,"{""organ"":0.65850973,""sunglasses"":0.64855254,""assault_rifle"":0.49194986,""iPod"":0.53216773,""jigsaw_puzzle"":0.5817444,""switch"":0.9513652,""crossword_puzzle"":0.622817,""bullet_train"":0.64012516,""computer_keyboard"":0.8239311,""bookshop"":0.72765654,""modem"":0.50233686,""cash_machine"":0.6078973,""shoe_shop"":0.81512535}","0.010842095420934126","2.7308178193261177","0.2032196398607788","0.2919310816664075","134.68314854444932","0.4587317355296381","35.3516592385909","3.4012598991394043",0
"nlJ4WIj3j24","10 Signs  You’re Way More Intelligent Than You Realize","BRIGHT SIDE",10472148,162417,27693,"[""self-esteem"",""how to become confident"",""psychology tricks"",""self-respect"",""psychology"",""interesting facts"",""psychology of human behaviour"",""psychology facts"",""facts about people"",""psychological tricks"",""human nature"",""facts about human body"",""amazing facts"",""shocking facts"",""facts you never knew"",""brain power"",""body language"",""scientific facts"",""things you’ve never seen"",""unusual things""]",646,"{""carton"":0.557034,""red_wine"":0.80825394,""bow"":0.54270726,""swimming_trunks"":0.51599276,""lab_coat"":0.9993698,""bookshop"":0.4766007,""traffic_light"":0.5502713,""picket_fence"":0.83542997,""shower_curtain"":0.92407423,""cash_machine"":0.7495924,""stethoscope"":0.7726823,""shoe_shop"":0.6746619,""balloon"":0.71530086,""airship"":0.48217818,""mortarboard"":0.70592195,""yellow_lady's_slipper"":0.46484676,""torch"":0.6983043,""menu"":0.6353257,""abaya"":0.6542523,""matchstick"":0.79327,""parking_meter"":0.8130529,""butcher_shop"":0.8817954,""envelope"":0.7502144,""parachute"":0.79377794,""bathing_cap"":0.59785384,""suit"":0.45103475,""window_screen"":0.9888426}","0.02327427677434187","1.6283510816560482","0.1832855730681116","0.20750261779544552","156.7339707690381","0.7119297990186365","67.17140410550778","3.429370164871216",0
"_pYfw-_KfIE","Teorema della media e teorema di Torricelli","Claudio Desiderio",8578,119,6,"[""Claudio Desiderio"",""Desiderio Claudio"",""Teorema della media"",""integrali definiti"",""Torricelli"",""teorema di Torricelli""]",989,"{""oscilloscope"":0.9997471,""menu"":0.7840359,""web_site"":0.87761605}","0.16001753513545508","2.8495501718823872","0.24124373836468804","0.1946798800863468","196.26799899033057","0.752057058194935","7.181447283879898","0.6576738357543945",1
"joc5J-poAxg","GODLY BATTLE! Zeno VS All 12 Gods of Destruction - Dragon Ball Xenoverse 2 Mods","GOWBuuzer",1091551,7459,708,"[""dragon ball"",""dragonball z"",""GT"",""super"",""dragonball af"",""goku"",""vegeta"",""zell"",""freezer"",""frieza"",""cell"",""majin buu"",""baby"",""ssj blue"",""hack"",""mod"",""texture"",""PS4"",""xenoverse"",""PSP"",""tenkaichi tag team"",""GOWBuuzer"",""ssj5"",""gameplay"",""ps3"",""pc"",""download"",""trailer"",""shin budokai"",""PGV"",""gogeta"",""vegito"",""zamasu"",""goku black"",""ssj rose"",""beerus"",""bills"",""whis"",""vados"",""champa"",""hit"",""zeno"",""zeno-sama"",""episode"",""xenoverse 2"",""DLC"",""ssj4"",""budokai tenkaichi 3"",""daishinkan""]",289,"{""bicycle-built-for-two"":0.5171621,""fountain"":0.819559,""pinwheel"":0.84738654,""rotisserie"":0.56689644,""crash_helmet"":0.45866954,""lighter"":0.54118115,""torch"":0.5110728,""scuba_diver"":0.45496637,""bow"":0.5710313,""drumstick"":0.7917626,""horizontal_bar"":0.5793064,""toyshop"":0.5028836,""ski"":0.46187598,""syringe"":0.66606003,""parachute"":0.5350557,""stage"":0.98128957,""bubble"":0.7064737,""mountain_bike"":0.63329256,""fireboat"":0.8237483,""feather_boa"":0.57742614,""vending_machine"":0.47595295,""shoe_shop"":0.68026656}","0.003901753071179216","3.898327124875834","0.1899402954444022","0.6187862877438501","104.89731958126109","0.6080702932393943","74.78379913817544","7.3591437339782715",0
"ajTUqSXzZis","5 MacBook Upgrades from Amazon!","Dave Lee",410497,12005,525,"[""Dave2D"",""dave lee"",""macbook pro"",""best macbook pro accessories"",""macbook pro accessories 2018"",""macbook"",""usb c"",""apple"",""laptop"",""notebook"",""best macbook accessories"",""macbook gadgets"",""macbook air accessories"",""apple imac accessories"",""best accessories for mac"",""xps"",""accessory"",""accessories""]",347,"{""harmonica"":0.5040093,""spatula"":0.45921108,""hand_blower"":0.46612084,""screwdriver"":0.46136826,""cellular_telephone"":0.49845052,""rubber_eraser"":0.77163893,""cleaver"":0.457968,""switch"":0.65062237,""candle"":0.7470088,""backpack"":0.47702762,""bath_towel"":0.51876336,""ocarina"":0.4673022,""notebook"":0.5963281}","0.0007596120511473402","0.03834557560082898","0.22746707931039864","0.07034354021270181","142.77778410022972","0.7274258686414198","19.88915600373476","1.056564211845398",0
"IiAVsYnHtwM","Vivo per lei con testo -Andrea Bocelli e Giorgia","Ile",4623829,18025,1775,"[""Andrea"",""Bocelli"",""Giorgia"",""Vivo"",""per"",""lei.""]",259,"{""television"":0.48653665,""academic_gown"":0.6561226}","0.04135849348639933","3.6959090672238335","0.21138265949195278","0.5645627427331448","94.37067711969166","0.49945414606360217","31.444011986945643","3.4242773056030273",0
"iBZaLPEhq04","Eros Ramazzotti - Un'Emozione Per Sempre","ErosRamazzottiVEVO",22661209,49622,2283,"[""Pop"",""Un'Emozione Per Sempre"",""Eros Ramazzotti"",""Sony"",""BMG"",""Music"",""Entertainment""]",234,"{""swing"":0.62456506,""car_mirror"":0.9164353,""fountain"":0.92662424,""television"":0.6511157,""hourglass"":0.649224,""window_shade"":0.8074979,""picket_fence"":0.89961284,""cowboy_hat"":0.8478784,""geyser"":0.557108}","0.006877307992802938","0.13059261914486536","0.18827626706306627","0.36679907854437","75.16779808208163","0.7408322762055909","110.89584151301702","6.852902412414551",0
"Hnl4AyEO1I8","Mario & Luigi: Superstar Saga by altabiscuit in 1:29:28 - Summer Games Done Quick 2015 - Part 120","Games Done Quick",384349,2586,80,"[""AGDQ"",""Awesome Games Done Quick"",""Competition"",""GDQ"",""Game"",""Games Done Quick"",""Gaming"",""Mario"",""Metroid"",""Médecins Sans Frontières (Nonprofit Organization)"",""Ocarina of Time"",""SDA"",""SGDQ"",""SRL"",""Speed Demos Archive"",""SpeedRunsLive"",""Speedrun"",""Summer Games Done Quick"",""Summer Games Done Quick 2015"",""Symphony of The Night"",""Twitch"",""Video Games"",""Zelda"",""eSport"",""eSports"",""speedrun"",""world records""]",6373,"{""slot"":0.962647,""scoreboard"":0.68530494,""shower_curtain"":0.777785,""web_site"":0.9924057,""vending_machine"":0.68045074}","0.00000000000","4.511460404210783","0.20011523925670283","0.17945317276351108","138.72474926685683","0.461787737339525","12.807019906284646","0.905239999294281",0
"IUTGFQpKaPU","The Most Beautiful Equation in Math","Carnegie Mellon University",2554064,50597,1746,"[]",229,"{""stage"":0.64155203,""candle"":0.73612446,""shower_curtain"":0.46338692}","0.0036768385975325924","1.9299889512885806","0.19415986056197632","0.3379232209040389","89.92043852117972","0.6959082480062174","15.610750078792162","1.3582302331924438",1
"8dOM8EHJoCE","Area segmento parabolico","Prof. Pica",664,4,0,"[]",262,"{""web_site"":0.99010813}","0.14988690671060936","0.5509067761831443","0.09311682844811991","0.03869352544384584","239.32198937423328","0.8506804840735683","15.192160589001494","0.9773497581481934",1
"RwaJx-VzIX8","Dragon Ball Heroes:All  Animated Cutscenes/Openings[2010-2017]","Janemba8000",2301606,19636,1230,"[""Super Dragon Ball Heroes 8"",""Dragon Ball Xenoverse 2"",""God Mission"",""All Animated Cutscenes"",""Openings"",""SDBH8"",""Dragon Ball Super"",""Dragon Ball Z"",""Dragon Ball GT"",""DBS"",""DBZ"",""DBGT"",""Ultra Instinct Goku VS Jiren"",""SSJ4 Xeno Gogeta"",""Super Saiyan 4 Goku"",""Vegeta"",""Final Form Mira"",""LSSJ4 Broly"",""Time Breakers"",""Supreme Kai of Time"",""Bardock"",""Tournament of Power"",""Beerus"",""Champa"",""Shadow Dragons"",""Golden Frieza"",""Fused Zamasu"",""SSB Vegito"",""Trunks"",""Android 17"",""Special Quotes"",""Transformation Mods""]",3987,"{""home_theater"":0.4909529,""fountain"":0.8452607,""pinwheel"":0.9914898,""axolotl"":0.62604386,""lampshade"":0.52336466,""vase"":0.5427134,""scuba_diver"":0.5309685,""maze"":0.5650517,""sea_urchin"":0.81487197,""ski"":0.7834977,""llama"":0.6811733,""traffic_light"":0.5417368,""banana"":0.6067553,""mountain_tent"":0.56406367,""oxygen_mask"":0.5054314,""matchstick"":0.76408863,""geyser"":0.99786335,""academic_gown"":0.5033172,""indigo_bunting"":0.6247956,""parachute"":0.75808305,""theater_curtain"":0.61188567,""totem_pole"":0.9326708,""jack-o'-lantern"":0.8416467,""refrigerator"":0.45156017,""space_shuttle"":0.7960483,""digital_clock"":0.54366136,""jellyfish"":0.9840312,""cab"":0.595221,""crash_helmet"":0.5205231,""oscilloscope"":0.6072475,""piggy_bank"":0.52865934,""slot"":0.9318955,""bow"":0.56687427,""sarong"":0.73166406,""bubble"":0.97190136,""jersey"":0.7540764,""hammerhead"":0.7193164,""volcano"":0.8384729,""shower_curtain"":0.6935867,""cash_machine"":0.70112246,""komondor"":0.50565076,""mask"":0.99451077,""vending_machine"":0.8442852,""balloon"":0.6959216,""television"":0.58254117,""macaw"":0.66827965,""torch"":0.7378862,""sax"":0.81122494,""abaya"":0.4856046,""menu"":0.685153,""stage"":0.7559927,""comic_book"":0.9537115,""hummingbird"":0.8236793,""candle"":0.5596921,""peacock"":0.9606994,""iron"":0.96161115,""paintbrush"":0.46621633,""cardoon"":0.692069,""feather_boa"":0.5333116,""projectile"":0.47018814,""web_site"":0.46810547,""running_shoe"":0.96829545}","0.002049358473302119","1.303088112781037","0.20941507655272268","0.30326803685058584","148.9195832573619","0.6239468055027066","68.46137772803279","5.251475811004639",0
"bXsv_F0kfrs","My New Macbook Air 2018 - Unboxing","Logical Bee",59269,256,133,"[""Unboxing"",""Macbook air 2017"",""Macbook air 2017 unboxing"",""Macbook air Paytm"",""macos high sierra"",""Apple macbook air"",""Apple macbook air unboxing"",""macbook air 2018"",""Apple macbook air 2018"",""Macbook Air 2018 - Unboxing""]",295,"{""handkerchief"":0.806261,""toilet_tissue"":0.49458665,""sewing_machine"":0.5287192,""Polaroid_camera"":0.53013927,""cellular_telephone"":0.4966247,""iPod"":0.8070789,""laptop"":0.47698417,""lab_coat"":0.6950319,""cleaver"":0.8170338,""projector"":0.45400035,""iron"":0.5769991,""gar"":0.9048351,""steel_drum"":0.59253687,""cash_machine"":0.92998344,""notebook"":0.5546716}","0.0026551633418740853","4.622414095725358","0.209525833116658","0.20027034309717984","122.59568334321891","0.5847349078858988","8.946097737011728","0.8180519342422485",0
"PJjXnkd6bUQ","Eros Ramazzotti & Tina Turner - Cose Della Vita | VideoClip ᴴᴰ","congodfather",29908967,101243,2916,"[""eros"",""ramazzotti"",""tina"",""turner"",""hd"",""new"",""duet"",""cose"",""della"",""vita"",""cant"",""stop"",""thinking"",""of"",""you"",""HD"",""Rock Music"",""video clip"",""official"",""Tina Turner (Singer)"",""Singing (Professional Field)"",""New (song)"",""Song"",""clip"",""NEW"",""cose della vita"",""Official VideoClip""]",298,"{""megalith"":0.45673794,""fountain"":0.4549905,""punching_bag"":0.45624107,""cliff"":0.8365109,""umbrella"":0.8596869,""sliding_door"":0.4696055,""torch"":0.71743697,""abaya"":0.6006296,""matchstick"":0.5006165,""geyser"":0.82607496,""seat_belt"":0.5396408,""academic_gown"":0.5370382,""butcher_shop"":0.7105573,""boathouse"":0.4920246,""trench_coat"":0.5231682,""racer"":0.4735113,""fur_coat"":0.575075,""picket_fence"":0.58590966,""shower_curtain"":0.52321357,""prison"":0.57698977,""chime"":0.46712005}","0.007640715137237782","0.42364682986995505","0.1990601546615239","0.4789491907239055","85.47907103572373","0.6663620202801698","57.633461636555886","2.9943339824676514",0
"aRdcptG365I","Most awkward moments at Minecon 2013","Crowbcat",4729332,61687,2309,"[""superkai64"",""notch"",""minecraft"",""cringe""]",496,"{""crossword_puzzle"":0.57552403,""theater_curtain"":0.5910497,""stage"":0.8969583,""restaurant"":0.45894638,""balance_beam"":0.6622175,""lab_coat"":0.60759383}","0.0016648173689474788","0.00000000000","0.21223180493944516","0.5839385279395755","68.10608579007365","0.6281246644398676","17.089187648915793","1.0967516899108887",0
"No-T6NIytFE","A Teacher Changed My Life - Eddie Woo on SBS Insight","Eddie Woo",97719,1722,27,"[""math"",""maths"",""mathematics""]",284,"{""groom"":0.53111845,""theater_curtain"":0.64065623,""stage"":0.4924353,""mortarboard"":0.614543,""cinema"":0.5075654,""academic_gown"":0.5340341,""butcher_shop"":0.48612285}","0.004318198020347809","4.652243519412632","0.20562693786102618","0.4839782949652141","102.73403059165803","0.6502498480239126","19.039531530268547","2.082099437713623",0
"GWM0elaag2s","maturità scientifica 2017 questionario quesito 1","Claudio Desiderio",1103,21,0,"[""Claudio"",""Desiderio"",""maturità scientifica 2017"",""quesito 1"",""integrali per parti""]",349,"{""crossword_puzzle"":0.5059982,""oscilloscope"":0.8637147,""web_site"":0.90371215}","0.03449617691791067","1.218085469934266","0.21607801230036078","0.1565156428226161","219.70327648858915","0.672000449158748","3.6335461787232983","0.3204042315483093",1
"0q4Uu6RJ_GQ","UniNettuno   Basi di Dati   Lez 18","Ryo Saeba",1251,2,2,"[""uninettuno"",""videolezioni"",""università""]",2540,"{""analog_clock"":0.54041296,""cash_machine"":0.9410358}","0.26501056396242867","0.6722149926213791","0.23176483666101716","0.3744128685125513","120.73391677038086","0.7160889228718711","7.915301859799823","0.6220604777336121",1
"BxpFMrEAwqc","Cac Goku Transformations SSJ1-SSJ2-SSJ3-SSG-SSB-SSBK-SSBKx10-SSBKx20 and Ultra Instinct [XV2]","Game Finisher",2935193,25294,1558,"[""dragon ball xenoverse 2"",""dragon ball super"",""dragon ball z"",""game finisher"",""Goku's New Form"",""Dragon Ball Z Transformations"",""Dragon Ball Xenoverse 2 Transformations"",""Ultra Instinct for Cac"",""Cac"",""Custom Transformations"",""Ultra Instinct Transformation for Cac"",""SSJ1-SSJ2-SSJ3-SSJ4-SSJ5-SSG-SSB-SSB Kaioken \u0026 Ultra Instinct"",""SSJ1-SSJK-SSJ3-SSG-SSB-SSB Kaioken \u0026 Ultra Instinct"",""Xeno Vegito Transformations"",""Dragon Ball Xenoverse 2 Custom Xeno Vegito Transformations"",""Cac Goku Transformations""]",388,"{""digital_clock"":0.8179503,""fountain"":0.7391678,""car_mirror"":0.88826364,""pinwheel"":0.97238684,""odometer"":0.5816667,""umbrella"":0.6981619,""trombone"":0.49860775,""torch"":0.9190331,""bow"":0.815369,""matchstick"":0.46776825,""cocktail_shaker"":0.4511172,""drumstick"":0.68943584,""analog_clock"":0.6340659,""stage"":0.9521028,""planetarium"":0.8069294,""bubble"":0.9139025,""projector"":0.45959908,""mountain_bike"":0.7355535,""traffic_light"":0.69833887,""damselfly"":0.48680827,""scoreboard"":0.9736422,""maillot"":0.45782277,""spotlight"":0.5002456,""vending_machine"":0.76928794}","0.0013184089041321822","4.484471147322139","0.20104238950605774","0.6640944786412382","99.84403497051599","0.5129512365415746","73.70863222119216","7.173610210418701",0
"4QrGdzYiNFY","The MacBook Pro Survival Kit [2018]","MrMobile [Michael Fisher]",211183,6395,199,"[""macbook 2018"",""dockcase review"",""hyperdrive macbook pro"",""anker powercore review"",""anker powercore 26800"",""microsoft arc mouse touch"",""rain design mstand 360"",""qwerkywriter"",""lofree"",""mrmobile"",""michael fisher"",""macbook accessories"",""macbook pro 2018"",""macbook pro 2017""]",417,"{""oscilloscope"":0.9557133,""rule"":0.4831505,""lipstick"":0.4838298,""walking_stick"":0.73011345,""laptop"":0.7241319,""syringe"":0.81901443,""computer_keyboard"":0.76862717,""bubble"":0.4656825,""projector"":0.67827004,""modem"":0.7691156,""scoreboard"":0.62509745,""binder"":0.8458278,""cash_machine"":0.65368575,""Band_Aid"":0.56177634,""notebook"":0.7051662,""vending_machine"":0.70267874,""harmonica"":0.955413,""coil"":0.52554625,""wallet"":0.5251029,""umbrella"":0.57463735,""mortarboard"":0.46660563,""lighter"":0.49878109,""window_shade"":0.96703947,""cellular_telephone"":0.52782774,""iPod"":0.8299759,""hand-held_computer"":0.46121582,""guillotine"":0.46454224,""pay-phone"":0.70472157,""envelope"":0.81930697,""street_sign"":0.46880096,""remote_control"":0.5065444,""backpack"":0.64424485,""paddlewheel"":0.8608021,""web_site"":0.97740823}","0.007814582603292783","2.5747054969718293","0.17905162187883994","0.32954699153814243","101.98739740008463","0.6971245968272771","14.166347664389631","1.3299672603607178",0
"mAZ-gT0Ip-0","Il Volo - Grande amore (ITALY) Eurovision 2015: GRAND FINAL","Marjan Andonov",3248699,17547,645,"[""Eurovision Song Contest 2015"",""Grande Amore"",""Il Volo (Musical Artist)"",""Italy (Country)"",""Norway"",""Eurovision Song Contest (Recurring Competition)""]",216,"{""organ"":0.58498365,""bicycle-built-for-two"":0.48070776,""fountain"":0.9820759,""groom"":0.51787734,""torch"":0.9236048,""jinrikisha"":0.4729926,""lab_coat"":0.914378,""butcher_shop"":0.96754384,""theater_curtain"":0.75084305,""altar"":0.54409766,""stage"":0.9621221,""projector"":0.54183614,""stove"":0.52411366,""unicycle"":0.7354219,""traffic_light"":0.6613608,""suit"":0.56812,""tricycle"":0.56618077,""microphone"":0.5643875}","0.005101151933142193","3.7595720559998744","0.20247262206642808","0.6797003815956607","101.02434189372848","0.6354071781357727","22.746619926283046","2.0801079273223877",0
"9_guNEfxTII","The Best Italian Songs !!","Ervin Jano",23544395,79186,8732,"[""Italia"",""italian"",""Italian songs"",""Italiano""]",5498,"{}","0.000780344829588445","0.00000000000","0.21761888230035287","0.2079010957177005","235.5632200015044","0.8605288650981281","81.63175270986258","6.645503997802734",0
"5O5EC06b-xg","Top 10 Saddest Moments In Speedrunning","gladJonas",589022,4987,596,"[""top 10 saddest moments in speedrunning"",""sad moments in speedrunning"",""speedrunning sad"",""speedrunning biblethump"",""speedrunning fail"",""speedrun sad moments"",""mikamihero"",""exarionu"",""benafar"",""linkus7"",""inthedarkness5"",""clintstevens"",""mr_zg"",""somewes"",""speedrun"",""compilation""]",656,"{""television"":0.5795964,""oscilloscope"":0.86608195,""monitor"":0.56494606,""scoreboard"":0.9658504,""web_site"":0.95684254,""vending_machine"":0.8074731}","0.00023672171325350488","2.9041514629150327","0.20171871398109745","0.7736245318002688","65.19016789851315","0.6484994741240213","21.406629012772726","1.4045146703720093",0
